"Hero","Vs","Games","W","L","Win %","Elo Shift"
"Tiny","Ember Spirit","726","359","367","0.49449035812672176","-0.3434410135572349"
"Mars","Storm Spirit","362","179","183","0.494475138121547","-0.1031217444575383"
"Snapfire","Lion","180","89","91","0.49444444444444446","1.2204695563683663"
"Timbersaw","Pugna","180","89","91","0.49444444444444446","0.38645008820084553"
"Queen of Pain","Leshrac","89","44","45","0.4943820224719101","0.6372398729716191"
"Pugna","Death Prophet","89","44","45","0.4943820224719101","-0.8104237916209419"
"Dragon Knight","Medusa","178","88","90","0.4943820224719101","-1.7346668673574783"
"Muerta","Weaver","89","44","45","0.4943820224719101","-1.9830074570674938"
"Magnus","Beastmaster","176","87","89","0.4943181818181818","0.5286750469542099"
"Disruptor","Shadow Demon","176","87","89","0.4943181818181818","-1.3540372098589017"
"Lina","Weaver","87","43","44","0.4942528735632184","0.751906535013113"
"Terrorblade","Medusa","174","86","88","0.4942528735632184","0.6106759253436188"
"Elder Titan","Monkey King","87","43","44","0.4942528735632184","0.46134717637430145"
"Weaver","Mirana","87","43","44","0.4942528735632184","-0.7349503232517357"
"Nature's Prophet","Dark Seer","87","43","44","0.4942528735632184","-0.8082557082128835"
"Spectre","Nature's Prophet","87","43","44","0.4942528735632184","-1.0846107473608313"
"Marci","Rubick","174","86","88","0.4942528735632184","-1.0975645935435658"
"Batrider","Queen of Pain","346","171","175","0.49421965317919075","-1.3478945880570814"
"Spirit Breaker","Mars","172","85","87","0.4941860465116279","0.6471739784955008"
"Dark Seer","Mirana","85","42","43","0.49411764705882355","1.7007547911107086"
"Hoodwink","Muerta","170","84","86","0.49411764705882355","1.2413145683983868"
"Shadow Shaman","Undying","85","42","43","0.49411764705882355","1.1259168330217548"
"Troll Warlord","Puck","85","42","43","0.49411764705882355","-0.92603169281138"
"Death Prophet","Viper","85","42","43","0.49411764705882355","-1.2343396350023041"
"Terrorblade","Slark","85","42","43","0.49411764705882355","-1.7649477752153524"
"Invoker","Medusa","85","42","43","0.49411764705882355","-3.250850362557875"
"Dark Seer","Gyrocopter","85","42","43","0.49411764705882355","-3.5597462751057045"
"Weaver","Shadow Demon","168","83","85","0.49404761904761907","1.0965663391284073"
"Sand King","Snapfire","168","83","85","0.49404761904761907","0.15522129408337784"
"Pugna","Puck","168","83","85","0.49404761904761907","-0.7830098488876379"
"Enchantress","Dark Seer","83","41","42","0.4939759036144578","1.7112114717269837"
"Enchantress","Abaddon","83","41","42","0.4939759036144578","1.206736655486057"
"Ursa","Sven","83","41","42","0.4939759036144578","0.3611024759054729"
"Ember Spirit","Enigma","166","82","84","0.4939759036144578","-0.08078902426901916"
"Phoenix","Phantom Assassin","83","41","42","0.4939759036144578","-0.9486683607009236"
"Clockwerk","Centaur Warrunner","166","82","84","0.4939759036144578","-1.6173342717281858"
"Slark","Shadow Demon","83","41","42","0.4939759036144578","-1.6662650785458661"
"Sniper","Phoenix","83","41","42","0.4939759036144578","-1.7138978269520937"
"Disruptor","Gyrocopter","164","81","83","0.49390243902439024","-0.05914186639664114"
"Disruptor","Bane","245","121","124","0.49387755102040815","1.4857435104386958"
"Marci","Mars","162","80","82","0.49382716049382713","0.7787938876370549"
"Keeper of the Light","Bristleback","81","40","41","0.49382716049382713","-0.0048110270110606436"
"Mars","Zeus","81","40","41","0.49382716049382713","-0.6216008409400162"
"Treant Protector","Luna","81","40","41","0.49382716049382713","-1.3659645870913504"
"Lich","Terrorblade","81","40","41","0.49382716049382713","-3.634312380239507"
"Tidehunter","Batrider","241","119","122","0.49377593360995853","0.09015868076344452"
"Queen of Pain","Lina","160","79","81","0.49375","-0.3087862709836237"
"Wraith King","Mars","160","79","81","0.49375","-0.44355185184909607"
"Earth Spirit","Clockwerk","160","79","81","0.49375","-1.2580196263505354"
"Pangolier","Beastmaster","478","236","242","0.49372384937238495","0.39126798346992925"
"Bloodseeker","Silencer","79","39","40","0.4936708860759494","1.7831281846377232"
"Drow Ranger","Storm Spirit","79","39","40","0.4936708860759494","0.7306162781905893"
"Terrorblade","Muerta","158","78","80","0.4936708860759494","0.22063384903097255"
"Medusa","Leshrac","79","39","40","0.4936708860759494","-1.1243810339076286"
"Shadow Demon","Grimstroke","158","78","80","0.4936708860759494","-1.8976222257267739"
"Luna","Lifestealer","79","39","40","0.4936708860759494","-2.070357081758087"
"Chen","Nature's Prophet","79","39","40","0.4936708860759494","-2.253423581486244"
"Io","Lion","79","39","40","0.4936708860759494","-3.468107946193778"
"Storm Spirit","Luna","156","77","79","0.4935897435897436","-0.13542765724862987"
"Underlord","Pangolier","154","76","78","0.4935064935064935","0.1411409668018933"
"Centaur Warrunner","Templar Assassin","154","76","78","0.4935064935064935","-0.0383063177366846"
"Snapfire","Crystal Maiden","154","76","78","0.4935064935064935","-0.5121257134699728"
"Razor","Clockwerk","154","76","78","0.4935064935064935","-0.5691768105235845"
"Faceless Void","Wraith King","77","38","39","0.4935064935064935","-0.824113766528944"
"Kunkka","Bristleback","77","38","39","0.4935064935064935","-1.6939901941035733"
"Riki","Pangolier","77","38","39","0.4935064935064935","-1.6982542584626203"
"Shadow Shaman","Void Spirit","77","38","39","0.4935064935064935","-2.249024217930851"
"Earth Spirit","Ember Spirit","152","75","77","0.4934210526315789","0.7512770908084877"
"Underlord","Nature's Prophet","75","37","38","0.49333333333333335","1.3472746764065937"
"Storm Spirit","Juggernaut","75","37","38","0.49333333333333335","0.6686674837667681"
"Doom","Oracle","75","37","38","0.49333333333333335","0.5914424566303258"
"Batrider","Magnus","225","111","114","0.49333333333333335","-0.09679128519585017"
"Hoodwink","Templar Assassin","225","111","114","0.49333333333333335","-1.2076810673287919"
"Lich","Shadow Fiend","75","37","38","0.49333333333333335","-2.5461714714501746"
"Muerta","Medusa","75","37","38","0.49333333333333335","-3.9384884865049177"
"Pangolier","Abaddon","148","73","75","0.49324324324324326","-0.2861413393547365"
"Nature's Prophet","Centaur Warrunner","148","73","75","0.49324324324324326","-0.3869714326758079"
"Ember Spirit","Sven","148","73","75","0.49324324324324326","-0.8275057835125234"
"Storm Spirit","Dragon Knight","369","182","187","0.4932249322493225","0.6646224299236528"
"Warlock","Timbersaw","73","36","37","0.4931506849315068","1.4809283912449505"
"Sniper","Leshrac","73","36","37","0.4931506849315068","1.4406579110702538"
"Mars","Spectre","73","36","37","0.4931506849315068","1.3097858346359084"
"Primal Beast","Lina","73","36","37","0.4931506849315068","-1.4142220080459655"
"Muerta","Lich","73","36","37","0.4931506849315068","-1.552040011430552"
"Queen of Pain","Viper","73","36","37","0.4931506849315068","-1.8272062142768684"
"Grimstroke","Mars","290","143","147","0.49310344827586206","-0.52523799713504"
"Kunkka","Rubick","217","107","110","0.4930875576036866","0.8529032639911528"
"Morphling","Shadow Demon","217","107","110","0.4930875576036866","-0.1516194559425249"
"Templar Assassin","Dark Willow","144","71","73","0.4930555555555556","1.1621267452667305"
"Muerta","Storm Spirit","144","71","73","0.4930555555555556","0.01106935836153424"
"Underlord","Doom","144","71","73","0.4930555555555556","-0.36995266215558603"
"Marci","Tidehunter","71","35","36","0.49295774647887325","1.2487360345491756"
"Ogre Magi","Gyrocopter","71","35","36","0.49295774647887325","1.1355026620712385"
"Centaur Warrunner","Tidehunter","142","70","72","0.49295774647887325","1.1224009204559686"
"Morphling","Chaos Knight","71","35","36","0.49295774647887325","0.4898683469534045"
"Venomancer","Doom","71","35","36","0.49295774647887325","0.35790481107013755"
"Naga Siren","Sven","71","35","36","0.49295774647887325","0.2786654969060466"
"Lycan","Lina","71","35","36","0.49295774647887325","0.16418335452162133"
"Ember Spirit","Muerta","142","70","72","0.49295774647887325","-0.23680061067145236"
"Slardar","Ursa","71","35","36","0.49295774647887325","-0.33766414932414984"
"Broodmother","Crystal Maiden","142","70","72","0.49295774647887325","-0.5115393375306525"
"Morphling","Nature's Prophet","142","70","72","0.49295774647887325","-0.9636855993085179"
"Void Spirit","Vengeful Spirit","71","35","36","0.49295774647887325","-2.160921728060525"
"Tiny","Death Prophet","353","174","179","0.49291784702549574","-0.8518019035363259"
"Pangolier","Gyrocopter","282","139","143","0.4929078014184397","-0.32702606656699984"
"Primal Beast","Nature's Prophet","211","104","107","0.4928909952606635","0.0011563803575140351"
"Puck","Io","140","69","71","0.4928571428571429","2.1366450080294728"
"Chen","Jakiro","140","69","71","0.4928571428571429","-1.1859291572295114"
"Tidehunter","Templar Assassin","140","69","71","0.4928571428571429","-1.230972533811564"
"Undying","Templar Assassin","140","69","71","0.4928571428571429","-1.3830203150476001"
"Bristleback","Tusk","209","103","106","0.49282296650717705","0.7220581184850674"
"Nature's Prophet","Sand King","69","34","35","0.4927536231884058","2.5017999199404124"
"Void Spirit","Axe","69","34","35","0.4927536231884058","1.2155693219992323"
"Enchantress","Broodmother","69","34","35","0.4927536231884058","0.5724019090183617"
"Vengeful Spirit","Morphling","69","34","35","0.4927536231884058","0.3288237756364304"
"Gyrocopter","Mars","207","102","105","0.4927536231884058","0.08179018699782979"
"Pangolier","Lina","207","102","105","0.4927536231884058","0.01222438473227624"
"Tidehunter","Dragon Knight","138","68","70","0.4927536231884058","-0.3665341380940554"
"Sand King","Razor","69","34","35","0.4927536231884058","-0.5131391122319"
"Naga Siren","Underlord","69","34","35","0.4927536231884058","-0.5658276515376813"
"Shadow Shaman","Nyx Assassin","69","34","35","0.4927536231884058","-0.5818448166489262"
"Magnus","Skywrath Mage","69","34","35","0.4927536231884058","-0.7028013908984201"
"Mars","Ringmaster","69","34","35","0.4927536231884058","-1.7080716108891143"
"Lycan","Queen of Pain","69","34","35","0.4927536231884058","-1.8234201037715523"
"Dark Seer","Earthshaker","69","34","35","0.4927536231884058","-2.010671189401603"
"Necrophos","Snapfire","69","34","35","0.4927536231884058","-2.3205556091107513"
"Chen","Underlord","69","34","35","0.4927536231884058","-2.6537778070899893"
"Abaddon","Lina","69","34","35","0.4927536231884058","-3.629191101749606"
"Beastmaster","Enchantress","341","168","173","0.49266862170087977","-0.2581142163309437"
"Mars","Skywrath Mage","136","67","69","0.49264705882352944","-0.6065343067544275"
"Drow Ranger","Shadow Fiend","67","33","34","0.4925373134328358","1.0422612876763098"
"Mars","Sniper","67","33","34","0.4925373134328358","0.39740251002087884"
"Zeus","Shadow Fiend","67","33","34","0.4925373134328358","-0.05056089521380774"
"Death Prophet","Chaos Knight","134","66","68","0.4925373134328358","-0.9061695770749877"
"Enchantress","Axe","67","33","34","0.4925373134328358","-1.7417442613823513"
"Chaos Knight","Io","67","33","34","0.4925373134328358","-2.502916740197918"
"Dazzle","Mars","67","33","34","0.4925373134328358","-3.7709090860289893"
"Keeper of the Light","Phantom Assassin","67","33","34","0.4925373134328358","-4.12491700626422"
"Keeper of the Light","Dragon Knight","199","98","101","0.49246231155778897","0.3307318189135301"
"Snapfire","Kunkka","199","98","101","0.49246231155778897","-0.2464148457191272"
"Phoenix","Tiny","396","195","201","0.49242424242424243","-0.48367080915510585"
"Lion","Hoodwink","197","97","100","0.49238578680203043","-1.0586317176552495"
"Timbersaw","Earthshaker","65","32","33","0.49230769230769234","1.9368110254809912"
"Mars","Pudge","65","32","33","0.49230769230769234","1.696908484408941"
"Kunkka","Lycan","65","32","33","0.49230769230769234","1.6563229744510186"
"Bounty Hunter","Dragon Knight","65","32","33","0.49230769230769234","1.1676411621589506"
"Magnus","Phantom Assassin","65","32","33","0.49230769230769234","1.119219324226893"
"Morphling","Troll Warlord","65","32","33","0.49230769230769234","0.9342649543870306"
"Primal Beast","Void Spirit","65","32","33","0.49230769230769234","0.24390107996422777"
"Jakiro","Weaver","130","64","66","0.49230769230769234","0.012642693229038297"
"Terrorblade","Ursa","130","64","66","0.49230769230769234","-0.19110280372523808"
"Vengeful Spirit","Beastmaster","65","32","33","0.49230769230769234","-0.23741986328079506"
"Lina","Morphling","130","64","66","0.49230769230769234","-0.24222486566597512"
"Storm Spirit","Kunkka","195","96","99","0.49230769230769234","-0.322671277830878"
"Clockwerk","Wraith King","65","32","33","0.49230769230769234","-0.4961744961885614"
"Razor","Ogre Magi","65","32","33","0.49230769230769234","-0.8983104631877618"
"Templar Assassin","Disruptor","195","96","99","0.49230769230769234","-0.973893563941968"
"Monkey King","Luna","130","64","66","0.49230769230769234","-2.191389105951528"
"Bloodseeker","Marci","65","32","33","0.49230769230769234","-2.238455876863196"
"Medusa","Ancient Apparition","65","32","33","0.49230769230769234","-4.763887934713129"
"Templar Assassin","Sand King","128","63","65","0.4921875","0.026535931029355142"
"Phoenix","Muerta","256","126","130","0.4921875","-0.8270874949713845"
"Invoker","Disruptor","128","63","65","0.4921875","-0.8951951660061508"
"Templar Assassin","Slark","63","31","32","0.49206349206349204","2.3722851868943917"
"Omniknight","Mirana","63","31","32","0.49206349206349204","0.9363958500210094"
"Terrorblade","Oracle","63","31","32","0.49206349206349204","0.6642970891285865"
"Mirana","Leshrac","189","93","96","0.49206349206349204","0.31928807173318996"
"Grimstroke","Viper","63","31","32","0.49206349206349204","0.07148475582005673"
"Nature's Prophet","Treant Protector","189","93","96","0.49206349206349204","-0.008835927636661453"
"Ogre Magi","Doom","63","31","32","0.49206349206349204","-0.11818990152426068"
"Tusk","Rubick","441","217","224","0.49206349206349204","-0.5515032421596185"
"Troll Warlord","Mirana","63","31","32","0.49206349206349204","-0.9070384146244364"
"Doom","Bounty Hunter","63","31","32","0.49206349206349204","-1.2586106386678584"
"Tusk","Death Prophet","189","93","96","0.49206349206349204","-1.3105914498941045"
"Bounty Hunter","Enchantress","63","31","32","0.49206349206349204","-1.3391897603557796"
"Tusk","Omniknight","63","31","32","0.49206349206349204","-1.9855342756464112"
"Visage","Terrorblade","63","31","32","0.49206349206349204","-2.0328628982143764"
"Lifestealer","Underlord","63","31","32","0.49206349206349204","-3.7984629804399472"
"Phantom Assassin","Warlock","63","31","32","0.49206349206349204","-4.467941935475893"
"Timbersaw","Kunkka","187","92","95","0.4919786096256685","0.6663802239138412"
"Shadow Demon","Magnus","124","61","63","0.49193548387096775","0.7666038948811079"
"Hoodwink","Dragon Knight","372","183","189","0.49193548387096775","-0.08813443901194669"
"Tiny","Timbersaw","372","183","189","0.49193548387096775","-0.6233142307815241"
"Morphling","Centaur Warrunner","124","61","63","0.49193548387096775","-1.045952066593032"
"Nature's Prophet","Clockwerk","185","91","94","0.4918918918918919","-0.4261613777867764"
"Drow Ranger","Primal Beast","61","30","31","0.4918032786885246","1.1505772103998717"
"Earthshaker","Faceless Void","61","30","31","0.4918032786885246","-0.1576497370518823"
"Terrorblade","Alchemist","122","60","62","0.4918032786885246","-0.6400199136064746"
"Luna","Undying","61","30","31","0.4918032786885246","-1.0582577778557045"
"Ursa","Spirit Breaker","61","30","31","0.4918032786885246","-1.6326040311498924"
"Muerta","Kunkka","61","30","31","0.4918032786885246","-2.0114174138624463"
"Batrider","Pangolier","482","237","245","0.491701244813278","-0.8938143782847668"
"Bloodseeker","Void Spirit","120","59","61","0.49166666666666664","0.04578137879861828"
"Disruptor","Earthshaker","120","59","61","0.49166666666666664","-0.9239163754482559"
"Undying","Crystal Maiden","120","59","61","0.49166666666666664","-1.4062275699314848"
"Batrider","Ember Spirit","417","205","212","0.49160671462829736","-1.2908540892110518"
"Hoodwink","Centaur Warrunner","238","117","121","0.49159663865546216","-0.8671353856600007"
"Lifestealer","Beastmaster","59","29","30","0.4915254237288136","2.143085084624409"
"Techies","Beastmaster","177","87","90","0.4915254237288136","1.533590402990264"
